iter,t_iter_ms,t_obj_ms,t_precond_ms,t_steihaug_ms,t_choose_ms,t_evalnew_ms
1,8194.3941116333,12103.29294204712,1551.3429641723633,3337.064027786255,2036.8080139160156,35.286903381347656
2,2146.6619968414307,367.14816093444824,1.161813735961914,541.3219928741455,293.21789741516113,37.390947341918945
3,6986.976146697998,172.6391315460205,1.0941028594970703,6235.958099365234,268.2929039001465,39.47305679321289
4,8695.446014404297,174.35288429260254,1.1339187622070312,7941.351890563965,267.89116859436035,37.80198097229004
5,9342.190980911255,177.17790603637695,1.1250972747802734,8585.435152053833,267.5759792327881,38.900136947631836
6,8794.952154159546,178.34901809692383,1.2199878692626953,8030.179023742676,273.514986038208,38.333892822265625
7,9125.753164291382,178.8771152496338,1.1250972747802734,8356.76097869873,273.021936416626,39.433956146240234
8,8807.437896728516,178.82204055786133,1.1630058288574219,8040.697813034058,272.0620632171631,38.762807846069336
9,8692.452907562256,178.05099487304688,1.127004623413086,7919.30890083313,275.76589584350586,39.14499282836914
10,8973.880052566528,183.0289363861084,1.0731220245361328,8192.888021469116,277.3430347442627,39.91413116455078
11,9491.408109664917,181.51092529296875,1.157999038696289,8712.355852127075,276.9351005554199,39.3218994140625
12,9052.098989486694,182.6789379119873,1.1069774627685547,8271.511793136597,277.4059772491455,39.29400444030762
13,9605.299949645996,179.63099479675293,1.135110855102539,8827.603101730347,276.5481472015381,39.407968521118164
14,8944.70500946045,180.76109886169434,1.0590553283691406,8158.696174621582,278.0470848083496,39.10493850708008
15,8749.727964401245,181.7638874053955,1.085042953491211,7966.254234313965,277.3480415344238,39.083003997802734
16,9632.776975631714,182.6460361480713,1.0988712310791016,8404.278993606567,278.6448001861572,39.32690620422363
17,8923.382043838501,179.9938678741455,1.199960708618164,8138.391971588135,279.8280715942383,40.92812538146973
18,9528.79285812378,182.6469898223877,1.1379718780517578,8290.830135345459,725.4638671875,39.34884071350098
19,9090.821981430054,183.3629608154297,1.119852066040039,8303.693056106567,278.087854385376,39.809226989746094
20,9540.889024734497,182.71803855895996,1.1219978332519531,8317.868947982788,281.79383277893066,473.189115524292
