iter,t_iter_ms,t_obj_ms,t_precond_ms,t_steihaug_ms,t_choose_ms,t_evalnew_ms
1,6912.244081497192,12557.967901229858,1152.5988578796387,2931.2620162963867,1552.9351234436035,43.26796531677246
2,1865.4489517211914,97.31698036193848,27.88090705871582,642.9500579833984,233.1099510192871,44.27599906921387
3,7046.634912490845,127.0439624786377,30.747175216674805,6431.968927383423,209.69700813293457,40.86017608642578
4,8720.417022705078,97.89800643920898,2.753019332885742,8168.070077896118,208.8170051574707,40.583133697509766
5,8805.121183395386,95.7942008972168,3.41796875,8265.553951263428,197.3550319671631,41.58592224121094
6,9301.988124847412,101.23109817504883,0.4150867462158203,8758.237838745117,191.97678565979004,46.4169979095459
7,9712.194919586182,578.9330005645752,0.34499168395996094,8635.11610031128,191.67685508728027,75.49285888671875
8,10810.547828674316,340.04783630371094,1.2328624725341797,10029.668092727661,191.61105155944824,43.099164962768555
9,9623.731136322021,105.31997680664062,0.4088878631591797,9071.332931518555,195.2371597290039,43.287038803100586
10,8711.182117462158,102.6911735534668,2.070903778076172,8167.15407371521,192.51012802124023,41.70703887939453
11,8685.283899307251,96.71592712402344,4.477977752685547,8145.330905914307,192.63005256652832,41.40305519104004
12,8765.809059143066,101.86600685119629,1.1360645294189453,8224.416971206665,191.88594818115234,42.76895523071289
13,8672.507047653198,97.61714935302734,5.134820938110352,8112.004995346069,191.93410873413086,44.72494125366211
14,9226.869821548462,101.4859676361084,0.4107952117919922,8647.783994674683,228.63411903381348,43.21408271789551
15,10513.115882873535,102.2648811340332,433.41708183288574,9530.911922454834,199.26095008850098,42.88887977600098
16,8718.056201934814,103.47914695739746,0.5121231079101562,8179.6112060546875,192.20781326293945,40.72284698486328
17,9528.110980987549,102.54812240600586,0.4260540008544922,8987.90693283081,190.61899185180664,43.109893798828125
18,8736.64903640747,101.13716125488281,0.41294097900390625,8185.03212928772,204.77914810180664,40.75002670288086
19,9165.973901748657,96.42505645751953,4.887104034423828,8625.86498260498,191.5140151977539,41.91088676452637
20,9711.091041564941,220.31593322753906,429.49819564819336,8593.906879425049,203.16791534423828,45.22085189819336
