iter,t_iter_ms,t_obj_ms,t_precond_ms,t_steihaug_ms,t_choose_ms,t_evalnew_ms
1,7325.09708404541,11830.879926681519,1134.8788738250732,3376.948118209839,1534.8517894744873,39.32690620422363
2,1986.2749576568604,179.80003356933594,1.1258125305175781,620.913028717041,267.3149108886719,37.38093376159668
3,5481.644868850708,190.78493118286133,1.0008811950683594,4256.976127624512,276.0009765625,38.546085357666016
4,8801.691055297852,175.29010772705078,1.110076904296875,8024.877071380615,291.05520248413086,39.688825607299805
5,8375.903129577637,173.414945602417,1.1301040649414062,7625.683069229126,266.7508125305176,38.27381134033203
6,8757.503032684326,175.46606063842773,1.0890960693359375,7999.4330406188965,267.2150135040283,38.55109214782715
7,9012.76707649231,176.94497108459473,1.107931137084961,8248.410940170288,269.1199779510498,38.327932357788086
8,9876.978158950806,177.3850917816162,1.1439323425292969,9113.468885421753,270.6618309020996,38.38801383972168
9,9184.595108032227,611.4640235900879,1.1029243469238281,7986.627101898193,271.60096168518066,38.436174392700195
10,8683.488845825195,177.48093605041504,3.4551620483398438,7918.154001235962,270.07007598876953,38.89179229736328
11,8926.001071929932,177.3529052734375,1.132965087890625,8159.121990203857,271.64697647094727,38.48385810852051
12,8709.048986434937,179.42094802856445,1.1131763458251953,7928.992986679077,279.8161506652832,38.75398635864258
13,9458.608865737915,177.68502235412598,1.157999038696289,8685.12487411499,272.46904373168945,40.19808769226074
14,9519.058227539062,179.33106422424316,1.1458396911621094,8270.349979400635,272.0010280609131,513.6070251464844
15,9344.067096710205,179.08811569213867,1.1360645294189453,8570.471048355103,274.39093589782715,39.41202163696289
16,8909.222841262817,178.30491065979004,1.1508464813232422,8134.690046310425,274.51610565185547,39.465904235839844
17,9328.586101531982,178.70211601257324,4.072904586791992,8555.975914001465,271.56996726989746,41.0921573638916
18,9449.334859848022,180.39798736572266,1.127004623413086,8657.742977142334,290.3318405151367,39.24298286437988
19,8888.183116912842,179.28791046142578,1.1320114135742188,8113.872051239014,273.59914779663086,39.02792930603027
20,8747.86400794983,181.11395835876465,1.116037368774414,7968.45006942749,274.4438648223877,39.131879806518555
