iter,t_iter_ms,t_obj_ms,t_precond_ms,t_steihaug_ms,t_choose_ms,t_evalnew_ms
1,6416.339874267578,12259.97805595398,1123.1400966644287,2786.273956298828,1408.297061920166,26.584863662719727
2,1598.5491275787354,122.70808219909668,0.5300045013427734,503.57890129089355,163.52295875549316,26.435136795043945
3,3962.6710414886475,100.62694549560547,21.052122116088867,3489.548921585083,156.07094764709473,24.50108528137207
4,8372.668027877808,102.66613960266113,0.9090900421142578,7890.126943588257,170.68004608154297,24.444103240966797
5,7023.590087890625,304.0740489959717,5.604982376098633,6392.147064208984,149.5950222015381,23.859024047851562
6,6936.819076538086,100.00205039978027,0.7250308990478516,6517.831087112427,143.89801025390625,26.170969009399414
7,7208.2390785217285,98.51408004760742,455.54590225219727,6321.473121643066,161.10706329345703,24.206876754760742
8,6943.236827850342,102.91695594787598,0.7081031799316406,6506.165981292725,157.8528881072998,25.21800994873047
9,6845.346927642822,100.35395622253418,0.67901611328125,6411.211013793945,157.29188919067383,24.554014205932617
10,6886.796951293945,101.20391845703125,0.7159709930419922,6442.165851593018,168.2112216949463,23.988008499145508
11,7880.6939125061035,104.4008731842041,0.6558895111083984,7041.020154953003,142.63200759887695,24.02806282043457
12,7359.94291305542,100.67892074584961,0.7388591766357422,6899.312973022461,174.04413223266602,24.059057235717773
13,7212.311029434204,539.3810272216797,0.6048679351806641,6349.650144577026,146.41213417053223,24.091005325317383
14,6735.263824462891,101.13096237182617,0.6878376007080078,6312.503099441528,145.37405967712402,24.195194244384766
15,7187.906980514526,100.07214546203613,0.7190704345703125,6764.847040176392,147.80807495117188,24.316072463989258
16,7473.897933959961,99.66683387756348,0.6811618804931641,6612.701177597046,149.31082725524902,456.7859172821045
17,7320.765018463135,100.65793991088867,0.7338523864746094,6865.041017532349,175.01306533813477,21.05998992919922
18,8062.136173248291,228.7750244140625,6.599187850952148,7499.413013458252,147.07589149475098,24.35898780822754
19,6780.633926391602,99.69282150268555,0.7290840148925781,6354.779005050659,143.934965133667,25.87294578552246
20,7063.322067260742,102.62918472290039,0.7190704345703125,6638.787031173706,144.65808868408203,24.20186996459961
