iter,t_iter_ms,t_obj_ms,t_precond_ms,t_steihaug_ms,t_choose_ms,t_evalnew_ms
1,6781.839847564697,12541.686058044434,1194.472074508667,2885.651111602783,1479.5260429382324,67.89517402648926
2,1985.2070808410645,114.10713195800781,28.98097038269043,609.5809936523438,284.52587127685547,69.44108009338379
3,4737.246036529541,103.61695289611816,16.628026962280273,4096.216201782227,220.46995162963867,71.14291191101074
4,9710.424900054932,123.3208179473877,0.4990100860595703,8596.431970596313,231.78696632385254,67.58999824523926
5,10421.108961105347,345.63493728637695,17.750978469848633,9552.024126052856,203.1409740447998,69.08202171325684
6,8888.437032699585,107.85603523254395,14.024972915649414,8253.182888031006,212.38088607788086,69.71001625061035
7,9573.707103729248,333.2200050354004,13.818979263305664,8720.257997512817,203.41110229492188,68.72892379760742
8,9144.102096557617,330.52706718444824,13.31186294555664,8283.084869384766,213.07611465454102,70.23310661315918
9,8786.542892456055,108.92510414123535,12.704133987426758,8154.247045516968,217.20600128173828,68.56989860534668
10,8910.849809646606,104.43878173828125,16.571044921875,8285.523891448975,203.1879425048828,69.40102577209473
11,8934.206008911133,103.00898551940918,15.990018844604492,8310.12487411499,205.45697212219238,69.9000358581543
12,9380.888938903809,108.17790031433105,13.090133666992188,8307.87992477417,204.88786697387695,69.3058967590332
13,9664.222002029419,101.70602798461914,18.95594596862793,9038.840055465698,204.0870189666748,70.2669620513916
14,9543.184995651245,755.681037902832,0.5700588226318359,8294.046878814697,202.73900032043457,68.70412826538086
15,9096.291065216064,357.21611976623535,16.4029598236084,8228.333950042725,196.37298583984375,66.81299209594727
16,8888.323783874512,109.79890823364258,11.286020278930664,8261.717081069946,206.63785934448242,66.74313545227051
17,8954.9880027771,107.77592658996582,15.156030654907227,8323.080062866211,204.27894592285156,69.9760913848877
18,9593.55902671814,320.1611042022705,19.373178482055664,8321.154832839966,241.09292030334473,516.1888599395752
19,9813.65704536438,100.06999969482422,19.73104476928711,9177.85382270813,221.37784957885742,68.69697570800781
20,8740.660905838013,104.09784317016602,15.889167785644531,8099.42102432251,197.9081630706787,96.59695625305176
