iter,t_iter_ms,t_obj_ms,t_precond_ms,t_steihaug_ms,t_choose_ms,t_evalnew_ms
1,6722.956895828247,12265.717029571533,1143.754005432129,2883.289098739624,1498.9979267120361,41.21804237365723
2,1907.8359603881836,106.74095153808594,0.6499290466308594,609.1690063476562,252.21991539001465,44.58308219909668
3,5406.497955322266,204.87594604492188,25.296926498413086,4678.085088729858,209.1848850250244,65.64188003540039
4,8777.956008911133,103.39188575744629,16.11495018005371,8206.885814666748,204.48803901672363,43.212890625
5,9752.583980560303,106.27508163452148,0.4639625549316406,8740.700006484985,192.02899932861328,48.19917678833008
6,9661.12494468689,96.59504890441895,5.768060684204102,9068.892002105713,204.48899269104004,81.54082298278809
7,10584.281921386719,96.9841480255127,31.670808792114258,9570.783853530884,207.64398574829102,475.14796257019043
8,9608.399868011475,102.18691825866699,0.4439353942871094,9067.463159561157,190.86313247680664,45.11308670043945
9,9161.657094955444,103.40309143066406,455.12890815734863,8148.687124252319,206.47788047790527,41.967153549194336
10,8625.424146652222,101.5160083770752,0.9388923645019531,8087.832927703857,193.681001663208,38.04612159729004
11,8768.41402053833,95.1991081237793,4.359960556030273,8230.679035186768,190.62495231628418,41.06402397155762
12,8693.80784034729,102.14781761169434,0.5822181701660156,8145.342826843262,203.48691940307617,41.47005081176758
13,8750.200033187866,96.14419937133789,5.384922027587891,8159.698963165283,236.85598373413086,46.777963638305664
14,9797.56498336792,256.57105445861816,0.7410049438476562,9099.071979522705,192.50011444091797,42.8769588470459
15,9084.485054016113,97.03493118286133,3.4949779510498047,8527.809858322144,211.02404594421387,39.06893730163574
16,9173.452138900757,105.18908500671387,24.493932723999023,8591.224193572998,210.45804023742676,41.45097732543945
17,10003.667116165161,100.9371280670166,1.68609619140625,9457.028150558472,196.83098793029785,42.78993606567383
18,8719.786882400513,96.99487686157227,1.9650459289550781,8139.10698890686,202.05187797546387,77.15201377868652
19,9767.843961715698,102.87904739379883,0.9009838104248047,9168.790102005005,221.95100784301758,43.8389778137207
20,10957.446813583374,100.09384155273438,0.4909038543701172,9993.566036224365,190.8411979675293,42.25301742553711
